Unnamed: 0;tweet_id;text;science_related;scientific_claim;scientific_reference;scientific_context;Alain_émotions;Alain_émotions 2;Anton_émotions;Anton_émotions 2;Tony_émotion;Tony_émotions 2;emotion_majoritaire_toutes;emotion_majoritaire_em1
1048;1.1896425197573816e+18;All crooks should be given psychological tests https://t.co/RbwkWThhKR;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1049;1.1907987217951416e+18;when truth untold stops playing and the lights turn green.... https://t.co/lBFhLHyUbn;0;0.0;0.0;0.0;7;;7;;5;;7.0;7.0
1050;1.192964812575322e+18;"JFC. I oppose the system of judicial elections in general. But the rule can't be ""we'll stop having elections just because voters elected Democrats."" https://t.co/LJeaB7SqV4";0;0.0;0.0;0.0;7;;7;;2;6.0;7.0;7.0
1051;1.1929818933077524e+18;#GodMorning_LeatherUsers Stop killing the animals https://t.co/eB8x6YuteK;0;0.0;0.0;0.0;2;;2;;2;5.0;2.0;2.0
1052;1.1944011959238533e+18;@ChrisVanHollen Congressional Republicans are spineless and the Democrats care because it was a Trump policy. Aside from Ilhan. who didn’t think the genocide was a worthy cause to condemn.;0;0.0;0.0;0.0;5;;2;;2;6.0;2.0;2.0
1053;1.1956788605972193e+18;@InactionNever Stop romantizing this. this isn't beautiful. school's making everyone have internet is just another way to let poor people behind. you say democratization is a thing when this happens;0;0.0;0.0;0.0;2;;2;;2;5.0;2.0;2.0
1055;1.1976952711503503e+18;The role of mental illness has been brought up in discussion around this. and it may or may not have played a role. but the expression of mental illness in the language of white supremacy should not be erased. The language of race and of violence.;0;0.0;0.0;0.0;4;;4;;1;5.0;4.0;4.0
1056;1.1979639090151793e+18;Short Dow / YM Setup 860 target 800 stop 885 Please note this message is delayed by 5 mins. For Real Time Messages please contact me on info@tradeinflection.com;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
1057;1.1981348898303754e+18;Country music pairs well with rum but leads to chaotic avocados;0;0.0;0.0;0.0;5;;5;;4;3.0;5.0;5.0
1059;1.1991616973966415e+18;@IrishGirlCrypt1 @fintechfrank @TheBlock__ @mdudas @TheBlock__ stop publishing FAKE NEWS and be better journalists;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1060;1.199320698877071e+18;"""Our study found that Indigenous children whose parents promoted a strong sense of cultural identity in early childhood experienced better health and socio-emotional outcomes later in life."" https://t.co/A52Z4CqtwU";1;1.0;1.0;1.0;4;;3;;3;;3.0;3.0
1061;1.200775750858752e+18;@senatemajldr @realDonaldTrump @nancypelosi Stop the Impeachment Charade Get some work done! Pass the USMCA for America!!;0;0.0;0.0;0.0;2;;2;;2;3.0;2.0;2.0
1062;1.2008188207488614e+18;From Discover on Google https://t.co/Q1a2EbW5qf;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
1063;1.2013095083429642e+18;#ASH19 Paper No: 2723 Sun 1/7/19 6-8 PM #BPDCN Commonly Presents in the Setting of Prior or Concomitant Hematologic Malignancies: Patient Characteristics and Outcomes in the Rapidly Evolving Modern Targeted Therapy Era @JoeKhouryMD @doctorpemm @DrPhyuPAung2 @NitinJainMD;1;1.0;1.0;1.0;7;;7;;3;5.0;7.0;7.0
1064;1.2013365470621204e+18;A solid minority opposed ANY impeachment. partly due to the difficulty of figuring out if any existing body could impartially judge the charges. w/ others thinking elections were a sufficient cure for treasonous criminal act(s). #QAnon #WWG1WGA #Nadler;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1065;1.2015675831929774e+18;Minister of Transportation. Rotimi Amaechi has said the China Civil Engineering and Construction Corporation will be donating $50m to support the University of Transportation in Daura. Katsina State. https://t.co/kmoIMcULy2 #Transportation #Nigeria;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
1066;1.2018843039881503e+18;Christmas shopping pit stop #sheffieldchristmasmarket @ THOR'S tipi Sheffield https://t.co/giolJkzDSR;0;0.0;0.0;0.0;7;;7;;3;;7.0;7.0
1067;1.2018983087651758e+18;@jcdickinson @808x86 @recitogigih @markdalgleish cc'ing one of the devs behind Svelte @silentworks check this out. Is TS support in the works?;0;0.0;0.0;0.0;7;;7;;3;7.0;7.0;7.0
1068;1.2022755358474527e+18;How do we have a Poverty Crisis with low unemployment? This is how: https://t.co/4VmctiWL9o;1;1.0;1.0;1.0;4;;3;;5;4.0;4.0;3.0
1069;1.2029724870778263e+18;Winter Tipples tasting went down a treat last night! 🍹 Don’t worry if you missed out. next on the event calendar is our Christmas Market this Saturday from 12pm - 4pm. Get some Christmas shopping done early and then relax with a mulled wine and mince pie 🍷 #Kingston https://t.co/NNLvLVi1ZM;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
1070;1.204291217917436e+18;After Christmas and Boxing day All Roads lead to Moshi Club Let’s Drink and Party Lots of Games too Don’t miss this on 28th December https://t.co/Yzj9BMcnO5;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
1072;1.204803275347972e+18;Yetsuh Frank. Managing Director at BE-Ex. featured in this @CC_Yale segment on NYC's building emissions laws.;0;0.0;0.0;0.0;7;;7;;3;7.0;7.0;7.0
1073;1.2053353064735252e+18;I disagree with Fortnite winning best ongoing game. I personally feel the amount of change and growth that FFXIV has dwarfs it pretty hard. Fortnite just seems to win in money. which allows them to supercede everyone in tech. Both devs are great. I feel there was a better choice.;0;0.0;0.0;0.0;2;;2;;5;2.0;2.0;2.0
1074;1.2070439197473956e+18;@SaraCarterDC Anything with #GeorgeConway will FAIL... These #NeverTrumpers are a bunch of #LOSERS🤬🤬🤬🤬 #Trump2020Landslide #KAG2029;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1076;1.207922461804773e+18;How New Orleans Reduced Its Homeless Population By 90 Percent https://t.co/N1IGCaCdbw;1;1.0;0.0;0.0;4;;4;;3;;4.0;4.0
1077;1.21045421920068e+18;@DavidWohl @realDonaldTrump @CBC Another stupid comment!! It was edited 2014 and Trump didnt make the cut...simple as that. Stop with your BS and research b4 you tweet😜;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1078;1.2108915299062047e+18;[Job] Staff Equipment Systems Engineer | Company: United Technologies | Location: Chula Vista California United States | #Chula #Vista #Marine #Engineering #Jobs | More info at https://t.co/hNCECy8yRZ;0;0.0;0.0;0.0;7;;7;;7;;7.0;7.0
1079;1.212020623943311e+18;The domino that perhaps leads to Secretary of State Rubio and U.S. Sen. Gaetz is wobbling.;0;0.0;0.0;0.0;7;;4;;1;4.0;4.0;1.0
1080;1.214940072681857e+18;Armed conflict disproportionately affects children. touching every aspect of their health from physical to psychological. https://t.co/M2k2COh2SZ via @MDedgeTweets;1;1.0;1.0;1.0;5;;5;;5;1.0;5.0;5.0
1081;1.2150265390096507e+18;On March 31. 1968. 500+ Black nationalists convened in Detroit to begin the process of securing independence from the US. Many concluded that Black Americans' best remaining hope for liberation was the creation of a sovereign nation-state. the Republic of New Afrika (RNA).;0;0.0;0.0;0.0;4;;7;;3;5.0;3.0;3.0
1082;1.2155625925732431e+18;Ab yrr haar gya toh haar gya....isme Kya ho gya yrr.... Haar or Jeet to life Mei hoti rehti h... Nothing like he pretended. It just happened sometime. Chill and support #AsimRiaz #WeWatchBBForAsim;0;0.0;0.0;0.0;7;;7;;5;3.0;7.0;7.0
1083;1.2158295091752673e+18;Breaking: Democrats in congress introduce bill in support of fourth term abortions. Please RT. #BreakingNews #WhatILearnedToday #PutThatInYourPipe https://t.co/OfMyuSSKRG;0;0.0;0.0;0.0;7;;7;;7;6.0;7.0;7.0
1084;1.2178468428950856e+18;[2] As quoted on @bbcradio4 this morning. this could be a massive reset button for the future of farming in the UK. What are your thoughts @agricology? https://t.co/CK8TMPgwWn @bbcnews #futurefarming #AgricultureBill;0;0.0;0.0;0.0;4;;3;;3;7.0;3.0;3.0
1085;1.2181375797673329e+18;Discuss. https://t.co/dCbMs4MjB6;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
1086;1.218198523356729e+18;@CTVStanfield @CTVMorningYYC @CJAY92 @coryedelCTV @RobWilliamsCTV @BrettBarrettYEG @GrahamNeilCTV @SarahPlowmanCTV @GenePrincipe @joeyslatteryCTV @ctvrob @DarcySeatonCTV @TKACHUKycheese_ Money spent on a trolling billboard could have went to a cause where someone will benefit and it will do some good instead of a marketing campaign. Maybe follow YEG's lead and buy some lunches for kids that go without? Top up the ALS donation in support of one of your own?;0;0.0;0.0;0.0;2;6.0;2;;2;5.0;2.0;2.0
1088;1.219299597845246e+18;It’s about to be @CalvinHarris szn all over again as he just announced his new project with two singles dropping on Friday 👀 | 📸: @ConorMcDPhoto https://t.co/RVniXpezG7 https://t.co/7PkWE6vUnZ;0;0.0;0.0;0.0;4;;3;;3;4.0;3.0;3.0
1089;1.2209533128679342e+18;Scientists capture molecular maps of animal tissue with unprecedented detail - https://t.co/5Piti5xYZR - +GENERAL PHYSICS LABORATORY (GPL) Scientists capture molecular maps of animal tissue with unprecedented detail https://t.co/5Piti5xYZR https://t.co/FeqMWdlABN;1;1.0;1.0;1.0;4;;7;;3;4.0;4.0;3.0
1091;1.221952316397564e+18;@marthamaccallum Martha - stop the redundant BS!! Even if Bolton is accurate. where’s the crime?? Doesn’t change a thing.....;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1092;1.2219558815725036e+18;@Dr007KillShotQ2 @LynnDoles Stop lying! No guns have been seized. The ones that were given up were done so voluntarily. Thousands ignored the demands.;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1093;1.223424279943045e+18;GOOAALL! Sam Lafferty scores just :53 seconds into the third! The #WBSPens extend the lead to 4-1 https://t.co/xy7I3h6Wuy;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
1094;1.2237775726198003e+18;Meditation – how it can benefit both your mental and physical health. Learn more about this essential health and wellness practice https://t.co/crwnW2k2LF https://t.co/FrKffUrFij;1;1.0;1.0;1.0;4;;3;;3;7.0;3.0;3.0
1095;1.2238812563431667e+18;On #WorldWetlandsDay we remind nations considering their Nationally Determined Contributions -NDCs- to fulfil their #ClimateAction plans & achieve targets under #ParisAgreement. that Wetlands are important carbon stores that function best when intact #WetlandBiodiversityMatters https://t.co/OfzahVQ81E;1;1.0;0.0;0.0;4;;1;;1;3.0;1.0;1.0
1096;1.2293054891687813e+18;Weather damage affects rail traffic in several federal states https://t.co/fcn3t02zXe;1;1.0;0.0;0.0;1;4.0;1;;5;1.0;1.0;1.0
1097;1.2307391976962127e+18;Donald Trump promised he would fight for LGBTQ people. Instead. his administration has systematically undone recent gains in their rights and protections. Here are 31 examples Trump Will NEVER Support LGBTQ Community #OneVoice1 #BeTheChange4USA https://t.co/Q6UzejVfih;0;0.0;0.0;0.0;6;2.0;2;;2;5.0;2.0;2.0
1098;1.23397545658146e+18;Slave family preparing field for crop production (1738) (Colorvision) https://t.co/wK6zMxP0uU;0;0.0;0.0;0.0;7;;7;;5;6.0;7.0;7.0
1099;1.234673502008955e+18;@bryan__chandler @VerminSupreme Vermin is a Libertarian. Bernie's policies are the exact opposite of Libertarianism.;0;0.0;0.0;0.0;7;;7;;2;7.0;7.0;7.0
1100;1.2355462827998863e+18;Congratulations to @iliciub1 for receiving the Puskas Memorial Fellowship https://t.co/oqFTMuyFHq Ilinca studies malaria transmission dynamics with a focus on within-vector parasite interactions #WomenInSTEM @womeninmalaria @PurdueBiolSci @PurdueEEB;1;0.0;0.0;1.0;3;;3;;3;5.0;3.0;3.0
1101;1.2355565548684367e+18;Bernie needs to change his strategy. Sorry. but it needs to be said. And yes. the ads are a good start. But if he doesn't go full gloves off in debates. speeches. and call out cheating. we're going to lose.;0;0.0;0.0;0.0;2;;2;;1;2.0;2.0;2.0
1102;1.235690411026346e+18;@ComfortablySmug @EricTrump While Trump didn't explicitly say that sick Americans should go to work. he did state that those with mild coronavirus cases can still recover while going about their daily lives — an assertion that contradicts public health officials' recommendations on how to manage the illness;1;1.0;0.0;0.0;2;;2;;2;1.0;2.0;2.0
1103;1.2357330000101335e+18;"NEW on https://t.co/zMRBaJXmnU... ""Refractory."" @sluttychameleon The spotlight is on Cammy in this kaleidoscopic film. as conventional prostate play becomes bizarre and beautiful. encouraging viewers to experiment with their own self-pleasure. Full film: https://t.co/IHmcKKCrhc https://t.co/8yjKTHdbH1";0;0.0;0.0;0.0;7;;7;;3;4.0;7.0;7.0
1104;1.235763801473024e+18;Freeman J. Dyson. a mathematical prodigy who left his mark on subatomic physics before gaining public renown as a writer and technological visionary. has died https://t.co/IDtWxjBUsk;1;0.0;0.0;1.0;5;;5;;5;;5.0;5.0
1105;1.2363911519779553e+18;@GreatTammie @RudeRicky @latimes Got houseless? Want to have #PublicHealth for the survival of the human species? HOUSING and HEALTHCARE! #CORONAVIRUS “Oregon’s homeless at risk for coronavirus. The crowded conditions in which the homeless live make them more susceptible to the virus.” https://t.co/KwchIaTGck;1;1.0;0.0;0.0;4;;1;;1;5.0;1.0;1.0
1107;1.2369585001036636e+18;eg. Maknae to Maknae 😊 Hyung to Maknae ☹️ Hyung line has a lower value compared to the Maknae line. So if you have the hyung line. much better to sell. Successful trading is less the 50%;0;0.0;0.0;0.0;7;;5;;5;7.0;5.0;5.0
1108;1.2371512867194757e+18;We are proud to announce our partnership with @AdvancedGG - The only clinically proven esports ready formula to improve your game. Use code “G1” to directly support us - https://t.co/N3vbMQHLYT https://t.co/7XGiULAKoD;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
1110;1.239612978640474e+18;@jimsciutto @CNN Stop reporting on speculation and attempting to manufacture a story;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1111;1.240241957881987e+18;"""Optimism is the faith that leads to achievement. Nothing can be done without hope and confidence."" - Helen Keller #AsiManshiDebut";1;1.0;0.0;0.0;3;;3;;3;;3.0;3.0
1112;1.2402716378089103e+18;Support your local midwife 👌🏿👌🏻👌🏽👌🏼👌🏾 #Midwives are everyday heroes––always putting the needs of others first and stepping up in times of crisis. Drop a 🧡 to show your support! #SupportOurNursesAndMidwives | #SierraLeone https://t.co/MEBIwFWctw;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
1113;1.2402750438101484e+18;Terrific research by Yannick Oswald. @JKSteinberger. and colleagues. Once a person begins to pay attention to the climate impact of emissions by the comparatively rich. the importance of flying reduction jumps several steps upwards in a sensible climate action priority ranking.;1;1.0;1.0;1.0;3;;3;;3;1.0;3.0;3.0
1114;1.2402923007244247e+18;Tax season is here! Check out these tips to help maximize your returns. and make the process less taxing on your business. Contact our office and speak with us about planning for your retirement. 817.451.7996 https://t.co/iMXvSS3a5w https://t.co/IIczOnkuM9;0;0.0;0.0;0.0;4;;3;;3;7.0;3.0;3.0
1115;1.2405464738020024e+18;Pakistan Cricket Board says 128 #COVID19 tests conducted on players and others associated with PSL have come negative.;0;0.0;0.0;0.0;4;;4;;3;1.0;4.0;4.0
1116;1.240709465524953e+18;Though it is often said the 1918 'Spanish Flu' began in Kansas. USA. there is evidence that the deadly pandemic that killed 50 million people originated with Chinese labourers shipped to North America. Yet the Spaniards don't complain! #ChineseVirus https://t.co/mc2R7iTqXb;1;1.0;1.0;1.0;4;;4;;2;6.0;4.0;4.0
1117;1.2407174376010424e+18;We know that #coronavirus is a cause for concern and stress for many. Whether you're #WorkingFromHome. #SocialDistancing or #SelfIsolating. it's important to look after our wellbeing. Find out how you can support your mental health: https://t.co/f0D8tTQvpx https://t.co/JgfT7Lcs9T;1;1.0;0.0;0.0;4;1.0;1;;1;5.0;1.0;1.0
1118;1.241253098296754e+18;@NBCNews @comcast @ABC @ABCNetwork @nbc @CBSNews @CBS @FOXTV @cspan @UnivisionPRTeam @business @MikeBloomberg @CNN @BBCWorld @PBS @NewsHour @vicenews @MSNBC @ViacomCBS @ATT Please stop broadcasting the #CoronaVirusTaskForce press briefings. take control of the cycle. #Covid_19;0;0.0;0.0;0.0;2;;2;;2;1.0;2.0;2.0
1119;1.2412825339475845e+18;@tekirkrn @Tony04219 @mjconnor44 @Smilin_Bob @BlackMambaForev @Machzero0 @CHRISmanEasy @ffossum71 @ShoelessLinda @HTTRPhilly @JoeySalads I call BS! 2yrs ago 45 dismantled the committee Obama created when Ebola SARS H1N1 epidemics came about. Now he's blaming Obama 4 not having a plan in action 4 this scenario when in truth it's 45's fault! Do ur own research & stop drinking the orange Koolaid & Cult45 mentality!;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1120;1.2413949481314796e+18;Civic Saturday morning 15 #PostcardsToVoters in support of ⁦@judgekarofsky⁩ with gorgeous new batch of postcards 🇺🇸🗽🌼🌱🌸🌺 #JillForJustice #GOTV ⁦@DemocratWit⁩ ⁦@CreativeDem⁩ @Humanitarian66 https://t.co/VtdBbN5rw1;0;0.0;0.0;0.0;3;;3;;3;;3.0;3.0
1121;1.2418829713695416e+18;"Shockingly. the study noted involvement in the project not only by UNC researchers & FDA representatives but also by ""Zhengli-Li Shi. Key Laboratory of Special Pathogens & Biosafety. Wuhan Institute of Virology. Chinese Academy of Sciences. Wuhan. China."" https://t.co/xk7vhHGytJ";1;1.0;1.0;1.0;7;;4;;4;1.0;4.0;4.0
1122;1.2422909099510825e+18;what body part is on this cover? see picture below RT FOR SCIENCE;0;0.0;0.0;0.0;4;;7;;3;7.0;7.0;3.0
1123;1.2436646301713326e+18;@insoojinsmaze Takumiiiii!!! that’s a big mood though cause same;0;0.0;0.0;0.0;7;;3;;3;;3.0;3.0
1124;1.2442786217341952e+18;Talking about professional matters may lead to an opportunity ... More for Virgo https://t.co/mj4Edp1SGj;0;0.0;0.0;0.0;7;;3;;3;7.0;3.0;3.0
1125;1.2443463455714632e+18;#صحافی_مانگے_لفافہ Hija Kamran. an official of Media Matters for Democracy. said that the currents laws. including the Prevention of Electronic Crimes Act. are a threat to journalists.;0;0.0;0.0;0.0;1;;7;;1;2.0;1.0;1.0
1126;1.2455183405814047e+18;Music has the ability to repair brain damage as well as return lost memories. #haitian #music;1;1.0;0.0;0.0;4;;3;;3;4.0;3.0;3.0
1127;1.2478823060915118e+18;Canadian? Take 5 min to complete this Stats Can survey on the impacts of #COVID19 that will be used to help asses the needs of communities. implement suitable support measures during and after the pandemic. and could become an important resource for future research https://t.co/ZVeuf7fImt;1;0.0;0.0;1.0;7;;7;;3;1.0;7.0;7.0
1129;1.2487174964101363e+18;Policies like social distancing used to combat the coronavirus have adverse effects in low-income nations. Ahmed Mushfiq Mobarak and Zachary Barnett-Howell write. https://t.co/TBA1DUSkxL;1;1.0;1.0;1.0;7;;5;;5;1.0;5.0;5.0
1130;1.2497362249331753e+18;Turkey reports lower number of coronavirus cases for a second day in row. 4.093 cases were reported Monday. down by 696 when compared to the previous day. 4.789. 61.049 sickened since March 10 and 1.296 have died since March 17. per @drfahrettinkoca About 4K recoveries so far;1;1.0;0.0;0.0;4;;3;;3;5.0;3.0;3.0
1131;1.2506201173370307e+18;Did you know eye exercises & vision therapy can help with digital eye strain & certain eye conditions? Eye exercises will strengthen weak eye muscles. improve blood circulation & muscle tone. Try these eye exercise for a better & stronger vision 👁👁💙✨ #CentralAmericanTwitter https://t.co/KKrwUFJRvG;1;1.0;0.0;0.0;4;;3;;3;7.0;3.0;3.0
1132;1.2511354657318216e+18;Next house what ever room has the bar. these lights are a must. @STINGGRAYYY;0;0.0;0.0;0.0;7;;3;;3;;3.0;3.0
1134;1.2516413868914483e+18;tower of god is a shounen-ai stop talking about rachel;0;0.0;0.0;0.0;2;;2;;2;7.0;2.0;2.0
1135;1.2520636400285e+18;@aleee510 Cause u haven’t matured fully yet;0;0.0;0.0;0.0;7;;6;;2;6.0;6.0;2.0
1136;1.2520779940358758e+18;Twitter party for Our baby lion. Let’s support and send encouragement for plan #DaradailyLivexPlan https://t.co/8g50gFmeMM;0;0.0;0.0;0.0;7;;3;;3;;3.0;3.0
1137;1.2537047511385293e+18;Facilities to bring mortal remains of Malayalees who pass away in Gulf countries. due to causes other than COVID19 should be made by embassies in Gulf countries. Chief Minister Shri Pinarayi Vijayan demanded in his letter to Prime Minister Narendra Modi. https://t.co/wRpJDNHqki;0;0.0;0.0;0.0;4;;7;;5;2.0;2.0;4.0
1138;1.253721744872964e+18;Enhances strength. removes weaknesses and self-doubt. and draws earth and oak-strength into the personal sphere. Use to draw new situations to you. to initiate new processes or to divert difficulties through sudden… https://t.co/fiGqjxijGB;0;0.0;0.0;0.0;7;;3;;3;;3.0;3.0
1139;1.2547569964247572e+18;#WeDemandstipendincrement_rajashthan #WeDemandstipendincrement Interns are demanding Stipend increment for past many years! But the government is not listening to their demand Also State government be like @ashokgehlot51 @SachinPilot @MoHFW_INDIA @DrSatishPoonia @narendramodi https://t.co/CGoknbSRkQ;0;0.0;0.0;0.0;2;;2;;2;5.0;2.0;2.0
1140;1.2547828091571692e+18;1/ Today. we're announcing a new loan scheme. A simple. quick. easy solution for those in need of smaller loans. Businesses can apply for new Bounce Back Loans up to a maximum of £50.000. or 25% of turnover. with the government paying the interest for the first 12 months. https://t.co/aBYcUkR9sR;0;0.0;0.0;0.0;4;;3;;3;7.0;3.0;3.0
1141;1.255907874871472e+18;@rantingelisa @KatyMontgomerie @JackieDP @NewgentTGA This part. science illiterate one: ‘The overall mortality for sex-reassigned persons was higher during follow-up (aHR 2.8: 95% CI 1.8–4.3) than for controls of the same birth sex. particularly death from suicide;1;1.0;0.0;0.0;4;;5;;5;2.0;5.0;5.0
1143;1.2582384985757737e+18;@OpusOfAli Gulf news should stop empolying Islam haters like baigan Chaturvedi.;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1144;1.2586917123876247e+18;The pollen must have been dryer than the grass underneath.;0;0.0;0.0;0.0;7;;7;;7;5.0;7.0;7.0
1145;1.2598524122585743e+18;@G_R_Fan @PokemonGoApp Stop hoarding so much and throw some shit away.;0;0.0;0.0;0.0;2;;2;;2;6.0;2.0;2.0
1146;1.2606469602324644e+18;Durable. washable textile coating can repel viruses: New research could lead to safely reusable PPE https://t.co/KUyvMq5MRd;1;1.0;1.0;1.0;4;;4;;3;4.0;4.0;4.0
1147;1.263308736824668e+18;@chuckwoolery Yes me. too. Ventilation can be very dangerous. any Pulmonary Dr. will support that. When my husband had cardiac arrest he was on for 6 days. the Pulmonary Physician worked to get him off it ASAP. otherwise body becomes dependent & they may never be able to breath on their own;1;1.0;0.0;0.0;5;4.0;5;;1;5.0;5.0;5.0
1148;1.2648174993101578e+18;@MadhavSheth1 Also Realme Watch will support 14 sports modes for activity tracking. including football. basketball. aerobics. badminton. yoga. treadmill. running. and biking modes😍 @MadhavSheth1 @realmemobiles #LeapToNext #realmeWatch;0;0.0;0.0;0.0;7;;3;;3;;3.0;3.0
1149;1.2669068283292836e+18;Because every timeline needs more baby goats. https://t.co/dhRz09GO0P;0;0.0;0.0;0.0;7;;3;;3;;3.0;3.0
1150;1.2675824599919903e+18;@tsuintera Yet the peaceful protesters did not stop or prevent the looters from continuing to damage the city .....while being shielded by the protesters group;0;0.0;0.0;0.0;2;;2;;2;5.0;2.0;2.0
1151;1.267803109746774e+18;Super Analysis right here to dispel myths.;0;0.0;0.0;0.0;7;;7;;3;7.0;7.0;7.0
1152;1.269805965416837e+18;To reach your goals. reverse engineer them https://t.co/Cws93OwBVR;0;0.0;0.0;0.0;7;;7;;3;7.0;7.0;7.0
1153;1.2710811854778327e+18;Precautions must be taken to prevent fire and explosion including appropriate protection of storage vessels for the LPG cylinders. #StoryYaGasWebinar;0;0.0;0.0;0.0;7;;7;;1;7.0;7.0;7.0
1154;1.2713392015948308e+18;@ChrisLuv John Harrison would be proud of you! Have you seen the exhibition at Greenwich Observatory? I saw it years ago. I assume Harrison's clocks are still there;0;0.0;0.0;0.0;3;;3;;3;5.0;3.0;3.0
1155;1.2717302785334026e+18;"FULL PORNO WITH KIM KARDASHIAN---------------->>>>>>>https://t.co/19UdWuV6Ij ""I LOVE YOU MORE THAN LOVE"" #逃げ恥 Megan's big butt arab hot muslim woman fucked masturbation porn usa";0;0.0;0.0;0.0;4;;3;;3;6.0;3.0;3.0
1156;1.2718493754513777e+18;The weaponization of medical language emboldened white supremacy with the authority of the white coat. How will we stop it from happening again? George Floyd's Autopsy and the Structural Gaslighting of America https://t.co/YOnFH9dQtI via @sciam;0;0.0;0.0;0.0;2;;2;;2;5.0;2.0;2.0
1157;1.2724350935508746e+18;My article is featured on the @ResearchGate #COVID19 community page. Read it here: https://t.co/DUK2cdFHbT;1;0.0;1.0;1.0;7;;3;;3;7.0;3.0;3.0
1158;1.2725520097873756e+18;@NormBoyington I tend to steer clear of those topics on here. to be honest. There are plenty of forums for debate. away from more general social media. I know it’s hard when you see something you don’t agree with. but much better to bite the tongue and scroll past.;0;0.0;0.0;0.0;4;;7;;5;7.0;7.0;4.0
1159;1.2733085068049487e+18;The suicide rate is higher because of lack of opportunities. unemployment a faulty healthcare system. men feeling expendable and lack of fathers. How is this going to address any of that? America is low on the happiness index. https://t.co/RdybLtFb1Q;1;1.0;0.0;0.0;5;;5;;5;2.0;5.0;5.0
1160;1.2741296175200335e+18;Hopes raised for cancer treatment after experiments halted tumour growth in mice https://t.co/TIVG01SEDL;1;1.0;1.0;1.0;3;;3;;3;4.0;3.0;3.0
1161;1.274396038644859e+18;"New preprint from the awesome @Amelia_Lindsey's postdoc in the lab w/ @hardy_lab collaboration. ""Wolbachia and virus alter the host transcriptome at the interface of nucleotide metabolism pathways"" https://t.co/QQoITEzwB2";1;1.0;1.0;1.0;7;;3;;3;7.0;3.0;3.0
1162;1.2746547349394186e+18;Abah getting old. Ummi getting old. The clock never stop ticking. I just pray Allah gives me enough time to give back and show how grateful I am for all their sacrifices. Aamiin.;0;0.0;0.0;0.0;5;;7;;5;3.0;5.0;5.0
1163;1.2750541361747968e+18;@ConnCFC To my knowledge Söyüncü isn’t very available. lol. Leicester are in no need to sell. hence why Chilwell will also be so expensive. Tagliafico just makes too much sense. Either way. if you add Havertz. idc who else. this window is a massive success. My opinion.;0;0.0;0.0;0.0;3;;3;;3;7.0;3.0;3.0
1164;1.2751894762271908e+18;@Csrv @Jay4profit thanks. Yes. Over reaction but these can lead to bigger moves upward too. So just staying chill for now;0;0.0;0.0;0.0;7;;7;;3;7.0;7.0;7.0
1167;1.276926889504977e+18;“In their haste to silence Georgians’ demand for police accountability. the state Legislature has produced a severely flawed bill that may substantially reduce penalties for deliberately killing a police officer.” @andreayoungATL said. #gapol https://t.co/nDocVRSsxj #gapol;0;0.0;0.0;0.0;7;;7;;2;5.0;7.0;7.0
1168;1.2769440039011328e+18;@IffatHasanRizvi @iffat Please read this research analysis https://t.co/2VgsIg8Trp;1;0.0;1.0;1.0;7;;7;;7;;7.0;7.0
1170;1.2793087403537203e+18;TMH's ELOHYIM is Real... TMH's ELOHYIM Emphasize A CHOSEN FEW HOLY PEOPLE OF DIFFERENT NATIONS... Not majority of Out of Nature Negropeans or heavy hearted religious fanatics. Not Christians Not Buddhist Not Islamic Not Judaism Not Scientist A FEW HOLY PEOPLE 9.13 144.000;0;0.0;0.0;0.0;7;;3;;3;2.0;3.0;3.0
1171;1.2798662803847537e+18;Why do transmog conversations always lead to bunny uniforms? What MMORPGs are you playing that has this? #Rewind @PantheonPlus;0;0.0;0.0;0.0;4;;4;;3;7.0;4.0;4.0
1172;1.2809122017342136e+18;When I see someone in the Disney community tweet a vague post stating “They abused & assaulted 20+ people” and a LIST of 15+ coworkers come to mind as I think “which one is this about” THATS A PROBLEM!! Disney HR does nothing when cases are reported which leads to more victims;0;0.0;0.0;0.0;2;;2;;2;5.0;2.0;2.0
