text	emotions	text_proc	cat1_score	cat2_score	cat3_score
That big ol' tumor has shrunk quite a bit!	[0, 0, 1, 0, 0, 0]	that big ol ' tumor has shrunk quite a bit !	0.04683174565434456	0.013744344003498554	0.013817894272506237
Please let me know how it turned out.	[0, 0, 0, 0, 0, 0]	please let me know how it turned out .	0.022874241694808006	0.015203163027763367	0.016905559226870537
This way I'll know if I posted this right.	[0, 0, 0, 0, 0, 0]	this way i ' ll know if i posted this right .	0.027498900890350342	0.014775040559470654	0.015613140538334846
He also was in excellent shape (a biker).	[0, 0, 0, 0, 0, 0]	he also was in excellent shape ( a biker ) .	0.04218839854001999	0.01547045074403286	0.021467411890625954
It's always exciting to reach a milestone in treatments.	[0, 0, 1, 0, 0, 0]	it ' s always exciting to reach a milestone in treatments .	0.13745322823524475	0.032886210829019547	0.07573734223842621
I am happy because i am cancer free but i am slowly recovering from the rib removal.	[0, 0, 1, 0, 0, 1]	i am happy because i am cancer free but i am slowly recovering from the rib removal .	0.3019188344478607	0.021868331357836723	0.015064524486660957
Our front steps were covered in mud the first day of heavy rain, but all seems to be staying where it belongs now.	[0, 0, 0, 0, 0, 0]	our front steps were covered in mud the first day of heavy rain , but all seems to be staying where it belongs now .	0.0338134802877903	0.0153419841080904	0.02193526364862919
I just read the Melissa Etheridge interview to which you refer.	[0, 0, 0, 0, 0, 0]	i just read the melissa etheridge interview to which you refer .	0.015962611883878708	0.01788107492029667	0.029620710760354996
One last question at this time is the struggle I am having with letting anyone else know I'm going in for this surgery.	[0, 0, 0, 0, 0, 0]	one last question at this time is the struggle i am having with letting anyone else know i ' m going in for this surgery .	0.044713906943798065	0.013408433645963669	0.014809773303568363
Usually they monitor it by rescanning in 2-3 months.	[0, 0, 0, 0, 0, 0]	usually they monitor it by rescanning in 2-3 months .	0.12218111008405685	0.01643041893839836	0.02010098285973072
Hoping you got a great night's sleep after getting this really great news!	[0, 0, 1, 0, 0, 0]	hoping you got a great night ' s sleep after getting this really great news !	0.01827312633395195	0.015568857081234455	0.020564017817378044
"We all have at several points of this ""journey."""	[0, 1, 0, 0, 0, 0]	"we all have at several points of this "" journey . """	0.02317901700735092	0.016830304637551308	0.03133898973464966
After a visit with an oncologist, I was advised that I should have a bi-lateral mastectomy.	[0, 0, 0, 0, 1, 0]	after a visit with an oncologist , i was advised that i should have a bi-lateral mastectomy .	0.19090430438518524	0.030655058100819588	0.04212673380970955
I used it and it worked!	[0, 0, 1, 0, 0, 0]	i used it and it worked !	0.04978195205330849	0.013659867458045483	0.015178052708506584
Some cancers can return very agressively after treatment is stopped.	[0, 0, 0, 0, 0, 0]	some cancers can return very agressively after treatment is stopped .	0.9445561766624451	0.13241368532180786	0.18102498352527618
"Nancy,
Miss a bus ride and all that racous fun, no way."	[0, 0, 0, 0, 0, 0]	nancy , miss a bus ride and all that racous fun , no way .	0.018256520852446556	0.015465113334357738	0.019470497965812683
It wasnt red it was dark colorgel consistancy..	[0, 0, 0, 0, 0, 1]	it wasnt red it was dark colorgel consistancy ..	0.2103162556886673	0.015184848569333553	0.020527470856904984
I was on an antidepressant prior to bc and found that one of the wonderful things it did was to take care of my anxiety.	[0, 0, 0, 1, 0, 0]	i was on an antidepressant prior to bc and found that one of the wonderful things it did was to take care of my anxiety .	0.09681273251771927	0.0167994387447834	0.017047345638275146
I would like to share something with you.	[0, 0, 0, 0, 0, 0]	i would like to share something with you .	0.023690540343523026	0.015447539277374744	0.01898130774497986
I had an upper left lobectomy 16 mos.	[0, 0, 0, 0, 1, 0]	i had an upper left lobectomy 16 mos .	0.18320055305957794	0.030392512679100037	0.03492513671517372
I must give credit to my lord now for it is only through him and his healing that I am here today.	[0, 0, 0, 0, 0, 0]	i must give credit to my lord now for it is only through him and his healing that i am here today .	0.023228967562317848	0.014843149110674858	0.018512172624468803
I had <PERSON> radical  prostatectomy surgery in Dec 2013.	[0, 0, 0, 0, 0, 0]	i had <person> radical prostatectomy surgery in dec 2013 .	0.0757937952876091	0.022469710558652878	0.024542275816202164
I am having alot of trouble with my left arm.	[0, 0, 0, 0, 0, 0]	i am having alot of trouble with my left arm .	0.09492898732423782	0.015574323944747448	0.01119470875710249
My closed friends thought  that my husband might change his mind about divorcing me after he knew about my breast cancer.	[0, 0, 0, 0, 1, 0]	my closed friends thought that my husband might change his mind about divorcing me after he knew about my breast cancer .	0.08148752152919769	0.01481421198695898	0.013949090614914894
Two tumors in the mediastinum and a met on the left humerus.	[0, 0, 0, 0, 0, 0]	two tumors in the mediastinum and a met on the left humerus .	0.4149419367313385	0.10319484025239944	0.11061635613441467
Please keep us posted as you feel up to it.love and hugsmarge	[0, 0, 1, 0, 0, 0]	please keep us posted as you feel up to it.love and hugsmarge	0.01727299764752388	0.01584729552268982	0.020350422710180283
Thanks for the web site.	[0, 0, 1, 0, 0, 0]	thanks for the web site .	0.017034152522683144	0.018712440505623817	0.028263425454497337
She has been through so much and I want to be strong for her through this journey.	[0, 0, 0, 0, 0, 0]	she has been through so much and i want to be strong for her through this journey .	0.026693422347307205	0.015400136820971966	0.019793404266238213
In general, the women on this site were already diagnosed with bc.	[0, 0, 0, 0, 0, 0]	in general , the women on this site were already diagnosed with bc .	0.5694359540939331	0.049228910356760025	0.08450835943222046
His wishes are important but he may no longer have the ability to decide for himself what is best.	[0, 0, 0, 0, 1, 0]	his wishes are important but he may no longer have the ability to decide for himself what is best .	0.33507174253463745	0.02010226808488369	0.020085113123059273
I wound up spending 4.5 days in ICU and 3 more days in general room.	[0, 0, 0, 0, 1, 0]	i wound up spending 4.5 days in icu and 3 more days in general room .	0.26179245114326477	0.020476970821619034	0.015183678828179836
If they have to do a biopsy, INSIST that they do mutation testing.	[0, 0, 0, 0, 1, 0]	if they have to do a biopsy , insist that they do mutation testing .	0.14767764508724213	0.019503876566886902	0.01807044818997383
But, if left untreated..it could turn into invasive cancer.	[0, 0, 0, 0, 0, 0]	but , if left untreated .. it could turn into invasive cancer .	0.8751470446586609	0.05054094269871712	0.0721423476934433
Get second opinions from a doctor you trust, particularly from a medical oncologist.I wish you the best of lucks in your journey.Hope for the best.VGama	[0, 0, 1, 0, 0, 0]	get second opinions from a doctor you trust , particularly from a medical oncologist . i wish you the best of lucks in your journey.hope for the best.vgama	0.01948513276875019	0.01841081865131855	0.026974273845553398
Thank goodness for Blue Cross because it is expensive.	[0, 0, 0, 0, 0, 0]	thank goodness for blue cross because it is expensive .	0.03027159534394741	0.013529487885534763	0.018890628591179848
I think it's great to get surgery for those who do want it.	[0, 0, 1, 0, 0, 0]	i think it ' s great to get surgery for those who do want it .	0.09294506162405014	0.014386709779500961	0.013875335454940796
I have heard that the cream lili mentioned is very good.	[0, 0, 1, 0, 0, 0]	i have heard that the cream lili mentioned is very good .	0.05860224738717079	0.013864417560398579	0.017549872398376465
Wishing you a wonderful day and many more...	[0, 0, 1, 0, 0, 0]	wishing you a wonderful day and many more ...	0.015837593004107475	0.018900012597441673	0.02784501574933529
Soccerfreak has said it all very well and has great recommendations.	[0, 0, 1, 0, 0, 0]	soccerfreak has said it all very well and has great recommendations .	0.026045864447951317	0.012656962499022484	0.01961231790482998
There is a great journey for you.	[0, 0, 1, 0, 0, 0]	there is a great journey for you .	0.0225759856402874	0.01697116158902645	0.026550916954874992
Im sure you can immerse yourself in all your wonderful memories.Look at your children and smile...	[0, 0, 1, 0, 0, 0]	im sure you can immerse yourself in all your wonderful memories.look at your children and smile ...	0.027766302227973938	0.015271909534931183	0.016563262790441513
What a wonderful way to start the year!	[0, 0, 1, 0, 0, 0]	what a wonderful way to start the year !	0.016371512785553932	0.01955479197204113	0.02712099812924862
It's funny because it still feels numb too.	[0, 0, 0, 0, 0, 0]	it ' s funny because it still feels numb too .	0.1167944073677063	0.013682300224900246	0.011440245434641838
Best to you and Merry Christmas,Carol	[0, 0, 1, 0, 0, 0]	best to you and merry christmas , carol	0.01587233878672123	0.016272787004709244	0.024641184136271477
Another bright light glowing in Florida for all my sisters.	[0, 0, 1, 0, 0, 0]	another bright light glowing in florida for all my sisters .	0.02324160560965538	0.01653885282576084	0.02889123372733593
A perfectly healthy, beautiful cat, now dealing with 2 illnesses.	[0, 0, 0, 0, 1, 0]	a perfectly healthy , beautiful cat , now dealing with 2 illnesses .	0.22452625632286072	0.0259536262601614	0.033452145755290985
Woke up today and it is like nothing happened.	[0, 0, 0, 1, 0, 0]	woke up today and it is like nothing happened .	0.04018881916999817	0.012900790199637413	0.01460228394716978
Luckily, the drain has helped and she is breathing better and in better spirits.	[0, 0, 1, 0, 0, 0]	luckily , the drain has helped and she is breathing better and in better spirits .	0.09210765361785889	0.013229058124125004	0.013491902500391006
Lots of information and the cancer should be tested for biological markers to identify what treatment will work best.	[0, 0, 0, 0, 0, 0]	lots of information and the cancer should be tested for biological markers to identify what treatment will work best .	0.9012134075164795	0.32554543018341064	0.48611000180244446
I saw my rad onc last week for my 6 month check-up.	[0, 0, 0, 0, 0, 0]	i saw my rad onc last week for my 6 month check-up .	0.019320599734783173	0.015491939149796963	0.021108955144882202
It makes me feel not so alone in this battle.	[0, 0, 1, 0, 0, 0]	it makes me feel not so alone in this battle .	0.11504466831684113	0.013650317676365376	0.011181261390447617
Long enough that you should make yourself healthier, if possible, to avoid alternate morbidity in your extended future.	[0, 0, 0, 0, 0, 0]	long enough that you should make yourself healthier , if possible , to avoid alternate morbidity in your extended future .	0.7191992998123169	0.04491867497563362	0.06908708810806274
I feel I need to take a short break to get all of the ideas in perspective.	[0, 0, 0, 0, 1, 0]	i feel i need to take a short break to get all of the ideas in perspective .	0.043575435876846313	0.013526196591556072	0.014817344024777412
Good luck keep posting so we can know how it's going.	[0, 0, 0, 0, 0, 0]	good luck keep posting so we can know how it ' s going .	0.03103208914399147	0.013210141099989414	0.014815389178693295
I then had 36 radiation treatments to lung.	[0, 0, 0, 0, 1, 0]	i then had 36 radiation treatments to lung .	0.17209245264530182	0.026808565482497215	0.04824486002326012
Has it worked for you?	[0, 0, 0, 0, 0, 0]	has it worked for you ?	0.049035701900720596	0.014258008450269699	0.013202933594584465
Did they ever give you a stage and did you ever have any treatment at all other then the catheter?	[0, 1, 0, 0, 0, 0]	did they ever give you a stage and did you ever have any treatment at all other then the catheter ?	0.08206749707460403	0.015178346075117588	0.013973621651530266
mine was stage 1 with the her2 double negative and the limpnodes all clear  i am getting 4 roundsdox& cyclop then 4 rounds of paclitaxel then 30 rounds rad then herceptin for one year plus i will be taking arimidox for 5 years	[0, 0, 0, 0, 0, 0]	mine was stage 1 with the her 2 double negative and the limpnodes all clear i am getting 4 roundsdox & cyclop then 4 rounds of paclitaxel then 30 rounds rad then herceptin for one year plus i will be taking arimidox for 5 years	0.22863836586475372	0.025076840072870255	0.044801853597164154
This is a good site but not as much traffic.	[0, 0, 1, 0, 0, 0]	this is a good site but not as much traffic .	0.048173051327466965	0.014950722455978394	0.022814113646745682
The local newscast is reporting all the results from all venues so far.	[0, 0, 0, 0, 0, 0]	the local newscast is reporting all the results from all venues so far .	0.022868791595101357	0.01589393801987171	0.030343810096383095
Hopefully in early September she will be able to start <PERSON> (as long as no active brain mets)	[0, 0, 0, 0, 0, 0]	hopefully in early september she will be able to start <person> ( as long as no active brain mets )	0.02391284890472889	0.02361581288278103	0.04495830461382866
Pet scan shows all cells in large tumor are dead...other areas still have active cells, and doctor is attempting to control those.	[0, 0, 1, 0, 0, 0]	pet scan shows all cells in large tumor are dead ... other areas still have active cells , and doctor is attempting to control those .	0.87968909740448	0.08572456240653992	0.1603788435459137
I would love to get comments from any others on this subject as we hope the week ahead will be decision time.	[0, 0, 1, 0, 0, 0]	i would love to get comments from any others on this subject as we hope the week ahead will be decision time .	0.016374753788113594	0.023973561823368073	0.04299269616603851
I had a lump on 6/21 and a week post op my surgeon went over the pathology results.	[0, 0, 0, 0, 0, 0]	i had a lump on 6/21 and a week post op my surgeon went over the pathology results .	0.0951601192355156	0.019687699154019356	0.021769627928733826
Just breath and know that if this were a cancer, it will have been caught very early and very curable.	[0, 0, 0, 0, 0, 0]	just breath and know that if this were a cancer , it will have been caught very early and very curable .	0.7377097010612488	0.032447699457407	0.052508071064949036
"He is a very stubborn Irishman and said ""Oh it was only 5 minutes from home"".I will let you all know when he gets the results."	[0, 1, 0, 0, 0, 0]	"he is a very stubborn irishman and said "" oh it was only 5 minutes from home "" . i will let you all know when he gets the results ."	0.027472075074911118	0.013817932456731796	0.017624424770474434
They are a wealth of info and support groups.	[0, 0, 0, 0, 0, 1]	they are a wealth of info and support groups .	0.07632353156805038	0.013293962925672531	0.022209852933883667
A right upper lobe spiculated nodule was found on a ct scan of my neck I had after a car accident.	[0, 0, 0, 0, 1, 0]	a right upper lobe spiculated nodule was found on a ct scan of my neck i had after a car accident .	0.48107385635375977	0.09059798717498779	0.11472947150468826
that's all.	[0, 0, 0, 0, 0, 0]	that ' s all .	0.03265324980020523	0.015575587749481201	0.017108090221881866
Age 43, NSCLC Stage IIIB, DX 12/23/02, Right Pneumonectomy 01/15/03.	[0, 0, 0, 0, 0, 0]	age 43 , nsclc stage iiib , dx 12/23 / 02 , right pneumonectomy 01/15 / 03 .	0.27218306064605713	0.037523508071899414	0.04716302454471588
Sorry I cannot remember, I gave my book to a friend who is battling this disease also.	[0, 0, 0, 0, 0, 0]	sorry i can not remember , i gave my book to a friend who is battling this disease also .	0.026043830439448357	0.014418949373066425	0.016914144158363342
Appreciating any in put from you and hoping that god blesses us with a miracle this holiday season.	[0, 0, 0, 0, 0, 0]	appreciating any in put from you and hoping that god blesses us with a miracle this holiday season .	0.020826037973165512	0.014842445030808449	0.019583364948630333
My wife has assured me that if we can no longer have sexual intercourse it is not a problem.	[0, 0, 0, 0, 0, 0]	my wife has assured me that if we can no longer have sexual intercourse it is not a problem .	0.591497004032135	0.025419309735298157	0.024512510746717453
Sometimes rehab can help reduce pain by increasing muscle strength.	[0, 0, 0, 0, 0, 0]	sometimes rehab can help reduce pain by increasing muscle strength .	0.9213030338287354	0.07499567419290543	0.12887237966060638
Two days after operation I was standing and walking in the hospital’s corridor (a sort of squared ring of 350 meters long) pushing a tripod with attached medicine tubes and catheter sac.	[0, 0, 0, 0, 1, 0]	two days after operation i was standing and walking in the hospital ’ s corridor ( a sort of squared ring of 350 meters long ) pushing a tripod with attached medicine tubes and catheter sac .	0.0659501925110817	0.02210882306098938	0.03192483261227608
I can not believe these statistics!!	[0, 0, 0, 1, 0, 0]	i can not believe these statistics ! !	0.0782783180475235	0.018278056755661964	0.016924884170293808
I was hoping that my urges to urinate and have a bowel movement at the same time would decrease.	[0, 0, 0, 0, 1, 0]	i was hoping that my urges to urinate and have a bowel movement at the same time would decrease .	0.7055976986885071	0.030855817720294	0.033287886530160904
Thank you Sisters for all the warm wishes!	[0, 0, 1, 0, 0, 0]	thank you sisters for all the warm wishes !	0.01945343241095543	0.017655763775110245	0.026210298761725426
Of course I don't have a normal job I work for the Post office.	[0, 0, 0, 0, 1, 0]	of course i do n't have a normal job i work for the post office .	0.04515174776315689	0.013627037405967712	0.013343780301511288
That's wonderful news thanks for sharing and caring.	[0, 0, 1, 0, 0, 0]	that ' s wonderful news thanks for sharing and caring .	0.020564693957567215	0.014593538828194141	0.02314956672489643
You are allowed to get all your reports after the doctors write them.	[0, 0, 0, 0, 0, 0]	you are allowed to get all your reports after the doctors write them .	0.031406547874212265	0.015632499009370804	0.017422303557395935
The second cycle I crashed, I had a very bad reaction and had to be hospitalized.	[0, 0, 0, 0, 1, 0]	the second cycle i crashed , i had a very bad reaction and had to be hospitalized .	0.1746072620153427	0.018029363825917244	0.014033455401659012
I was so excited I could hardly restrain myself.	[0, 0, 1, 0, 0, 0]	i was so excited i could hardly restrain myself .	0.13100960850715637	0.015403037890791893	0.012325773946940899
I am still wearing some of those hats, now that it's getting cold out, over my new hair.	[0, 0, 0, 0, 1, 0]	i am still wearing some of those hats , now that it ' s getting cold out , over my new hair .	0.04746178165078163	0.013119678013026714	0.012710693292319775
It will bring hope to many!	[0, 0, 1, 0, 0, 0]	it will bring hope to many !	0.058709047734737396	0.012714821845293045	0.017854172736406326
Gotta get to work, thanks!!	[0, 0, 1, 0, 0, 0]	gotta get to work , thanks ! !	0.018962997943162918	0.016012519598007202	0.01989816129207611
The nurses at the chemo lab were soo good at putting it in.	[0, 0, 0, 0, 0, 0]	the nurses at the chemo lab were soo good at putting it in .	0.022515935823321342	0.01622873730957508	0.03024965524673462
I was bald as a cue ball in a very short period of time.	[0, 0, 0, 0, 0, 0]	i was bald as a cue ball in a very short period of time .	0.03702022507786751	0.014501126483082771	0.017478683963418007
I am new at this and not sure if I am duplicating this or not.	[0, 0, 0, 0, 0, 0]	i am new at this and not sure if i am duplicating this or not .	0.030687948688864708	0.014556734822690487	0.014118616469204426
Cancer is back in the left lung and now I have it in the right lung with lymph nodes involved.	[0, 0, 0, 0, 1, 0]	cancer is back in the left lung and now i have it in the right lung with lymph nodes involved .	0.4579891860485077	0.023365460336208344	0.024465158581733704
1 in left upper lymphnode, 2 in lower left lung and nodules in middle chest followed by 3 new small tumors in brain.	[0, 0, 0, 0, 0, 0]	1 in left upper lymphnode , 2 in lower left lung and nodules in middle chest followed by 3 new small tumors in brain .	0.5243072509765625	0.06785598397254944	0.07906721532344818
I hope tonight and tomorrow I feel as well and as well with all the treatments.	[0, 0, 0, 0, 0, 0]	i hope tonight and tomorrow i feel as well and as well with all the treatments .	0.05284285545349121	0.01480155810713768	0.015834307298064232
Happy birthday everyday, if you get to that age and still having sex.	[0, 0, 1, 0, 0, 0]	happy birthday everyday , if you get to that age and still having sex .	0.03692931681871414	0.014944727532565594	0.013329154811799526
I am thrilled and consider myself blessed because this only lasted about two days.	[0, 0, 1, 0, 0, 0]	i am thrilled and consider myself blessed because this only lasted about two days .	0.050513189285993576	0.014109540730714798	0.01221061684191227
99.99% sure at your age it isnt cancer.	[0, 0, 0, 0, 0, 0]	99.99 % sure at your age it isnt cancer .	0.0867813378572464	0.013112266547977924	0.013354821130633354
How exciting to be waiting on a new	[0, 0, 0, 0, 0, 0]	how exciting to be waiting on a new	0.03169926255941391	0.019352421164512634	0.02328519895672798
That was in July, and he had vision issues, balance issues, and confusion issues.	[0, 0, 0, 0, 1, 0]	that was in july , and he had vision issues , balance issues , and confusion issues .	0.028042582795023918	0.014743456616997719	0.022383444011211395
I hoped a had a spectacular Birthday filled with love, laughter and joy.	[0, 0, 1, 0, 0, 0]	i hoped a had a spectacular birthday filled with love , laughter and joy .	0.022956624627113342	0.014092303812503815	0.020801838487386703
The MRI replaces the normal CT for a closer look at the brain.	[0, 0, 0, 0, 0, 0]	the mri replaces the normal ct for a closer look at the brain .	0.6990401148796082	0.07676446437835693	0.15259937942028046
He didn't have leakage with the first surgery, but when he came back 2 wks after for his pulmonary function test he had a blow-out if you will from the chest tube site.	[0, 0, 0, 0, 0, 1]	he did n't have leakage with the first surgery , but when he came back 2 wks after for his pulmonary function test he had a blow-out if you will from the chest tube site .	0.37939566373825073	0.02472349815070629	0.023251226171851158
My wife has no mutations so how is it she has cancer?	[0, 0, 0, 1, 0, 0]	my wife has no mutations so how is it she has cancer ?	0.3345586359500885	0.0166626013815403	0.014865633100271225
So, with her support, he's having her do all 6 cycles since this is the one chance to hit it hard.	[0, 0, 0, 0, 0, 0]	so , with her support , he ' s having her do all 6 cycles since this is the one chance to hit it hard .	0.03797485679388046	0.013661647215485573	0.014869773760437965
we were so nervous when we heard you were back in the hospital Whew!!!!	[0, 0, 1, 0, 0, 0]	we were so nervous when we heard you were back in the hospital whew ! ! !	0.05223479121923447	0.01441133487969637	0.014159833081066608
Seems like I am getting in some form or another (howbeit usually mild)just about every single side affect they warned me about.	[0, 0, 0, 0, 0, 0]	seems like i am getting in some form or another ( howbeit usually mild ) just about every single side affect they warned me about .	0.039142508059740067	0.013298924081027508	0.014226697385311127
It numbs the throat area, which is supposed to help.	[0, 0, 0, 0, 0, 0]	it numbs the throat area , which is supposed to help .	0.05683214217424393	0.012620283290743828	0.014716661535203457
They had to admit him to the hospital and they found out one of the tumors in the lung is on laying on a main artery.. And another tumor is in the wall of the lung and its collapping his lung.	[0, 0, 0, 0, 0, 0]	they had to admit him to the hospital and they found out one of the tumors in the lung is on laying on a main artery .. and another tumor is in the wall of the lung and its collapping his lung .	0.5261667966842651	0.033001381903886795	0.05158025398850441
My husband took Alimta but I don't recall any real bad side effects from it maybe a slight drop in white blood cell count.	[0, 0, 0, 0, 0, 0]	my husband took alimta but i do n't recall any real bad side effects from it maybe a slight drop in white blood cell count .	0.536112904548645	0.02784404158592224	0.023214297369122505
Will keep you in my prayers for Monday's bone scan.	[0, 0, 0, 0, 0, 0]	will keep you in my prayers for monday ' s bone scan .	0.026720836758613586	0.019682683050632477	0.0275071170181036
glad all is well with you and prayers for continued good reports	[0, 0, 0, 0, 0, 0]	glad all is well with you and prayers for continued good reports	0.019672615453600883	0.014882044866681099	0.022068513557314873
I also thnk it's good news that her cancer hasn't spread to other organs.	[0, 0, 0, 1, 0, 0]	i also thnk it ' s good news that her cancer has n't spread to other organs .	0.3749011754989624	0.017634011805057526	0.020278599113225937
Hello, I just read this on the Inspire Web site today.	[0, 0, 0, 0, 0, 0]	hello , i just read this on the inspire web site today .	0.015580926090478897	0.016680065542459488	0.023475976660847664
I am hoping you have minimal to tolerable side effects.	[0, 0, 0, 0, 0, 0]	i am hoping you have minimal to tolerable side effects .	0.38280338048934937	0.023912372067570686	0.019015371799468994
My father has lost 32 lbs since mid April and is down to 118.	[0, 0, 0, 0, 1, 0]	my father has lost 32 lbs since mid april and is down to 118 .	0.027765555307269096	0.014223542995750904	0.01728452742099762
I am so glad for your positive results, and be assured of continued prayer for the next phase!Blessings!Kathy	[0, 0, 1, 0, 0, 0]	i am so glad for your positive results , and be assured of continued prayer for the next phase ! blessings ! kathy	0.03402792289853096	0.015869196504354477	0.017763659358024597
Enjoy your very special day.Cheers --Vicki Sam	[0, 0, 1, 0, 0, 0]	enjoy your very special day.cheers - - vicki sam	0.014973401091992855	0.017809594050049782	0.025956282392144203
Had been stage 3 bc, diagnosed Dec 07.	[0, 0, 0, 0, 1, 1]	had been stage 3 bc , diagnosed dec 07 .	0.19059813022613525	0.024409515783190727	0.0354301743209362
There is no doubt in my mind that having a port is the way to go when faced with having chemo, blood draws and IV fluids.	[0, 0, 0, 0, 0, 0]	there is no doubt in my mind that having a port is the way to go when faced with having chemo , blood draws and iv fluids .	0.5177951455116272	0.025177396833896637	0.031801436096429825
However, if he is, I would like the opportunity to be able to discuss such things with him before he is unable to do so.	[0, 0, 0, 0, 1, 0]	however , if he is , i would like the opportunity to be able to discuss such things with him before he is unable to do so .	0.03935491666197777	0.015053159557282925	0.01478725578635931
You are a strong individual so I have no doubt that you will fight with all available ammo and be victorious once again!	[0, 0, 1, 0, 0, 0]	you are a strong individual so i have no doubt that you will fight with all available ammo and be victorious once again !	0.06477019935846329	0.013999512419104576	0.012300878763198853
Two such pathologists are <PERSON> (FL) 305-325-5587 and David grignon (Michigan) 313-745-2520.There are various diagnostic tests to determine if there is extracapsular extension, that is if the cancer is outside the core, which will help in the decision for a treatment choice.IN  my opinion an MRI with a Tesla 3.0 magnet is the most effective test to determine small areas of potential cancers that a bone scan is not able to determine.	[0, 0, 0, 0, 0, 0]	two such pathologists are <person> ( fl ) 305-325-5587 and david grignon ( michigan ) 313-745-2520.there are various diagnostic tests to determine if there is extracapsular extension , that is if the cancer is outside the core , which will help in the decision for a treatment choice.in my opinion an mri with a tesla 3.0 magnet is the most effective test to determine small areas of potential cancers that a bone scan is not able to determine .	0.8067086338996887	0.430387020111084	0.5332262516021729
We're all Thinking of you.<PERSON>	[0, 0, 0, 0, 0, 0]	we ' re all thinking of you . <person>	0.03396308794617653	0.013921728357672691	0.015602832660079002
I also had my entire left lung removed on July 31, 2007.	[0, 0, 0, 0, 0, 0]	i also had my entire left lung removed on july 31 , 2007 .	0.05962700769305229	0.020666848868131638	0.026207976043224335
I would appreciate any responses and as soon as possible please.	[0, 0, 0, 0, 0, 0]	i would appreciate any responses and as soon as possible please .	0.025132838636636734	0.01952964998781681	0.02327617257833481
You have fought bc and you are a winner, a survivor!	[0, 0, 1, 0, 0, 0]	you have fought bc and you are a winner , a survivor !	0.023212283849716187	0.01463148184120655	0.018842177465558052
"Although I haven't gone, there is a support group in west la called ""the wellness community"" There are two meetings a month for prostate cancer survivors, one is for gays and the other for straights.I've been told that at the gay group there is more knowledge."	[0, 0, 0, 0, 0, 0]	"although i have n't gone , there is a support group in west la called "" the wellness community "" there are two meetings a month for prostate cancer survivors , one is for gays and the other for straights . i ' ve been told that at the gay group there is more knowledge ."	0.16318947076797485	0.01966220885515213	0.03237325698137283
It is a scary thing because all that is on your mind is cancer .	[0, 0, 0, 0, 1, 0]	it is a scary thing because all that is on your mind is cancer .	0.2602419853210449	0.015924973413348198	0.013056564144790173
Get to a private doctor for a second opinion.	[0, 0, 0, 0, 0, 0]	get to a private doctor for a second opinion .	0.020934347063302994	0.016652120277285576	0.0217044185847044
How wonderful she must feel and how great it must be for you to see her eating, drinking and moving around lots.	[0, 0, 1, 0, 0, 0]	how wonderful she must feel and how great it must be for you to see her eating , drinking and moving around lots .	0.10289200395345688	0.014247283339500427	0.012620112858712673
I guess in the end I know I will just have to deal with it!	[0, 0, 0, 0, 0, 0]	i guess in the end i know i will just have to deal with it !	0.04091640189290047	0.013563079759478569	0.01458219438791275
I'll be praying for you as I hope you will my Mother.	[0, 0, 0, 0, 0, 0]	i ' ll be praying for you as i hope you will my mother .	0.028445599600672722	0.01456109993159771	0.015565156005322933
Major pain UNDER the operation site, like in the top rib below.	[0, 0, 0, 0, 0, 1]	major pain under the operation site , like in the top rib below .	0.24424505233764648	0.02009422890841961	0.014495975337922573
Dont give up on your husband but try to encourage him to talk to you about his feelings.	[0, 0, 0, 0, 0, 0]	dont give up on your husband but try to encourage him to talk to you about his feelings .	0.03777645528316498	0.014036234468221664	0.013200236484408379
It's that exposure that qualifies her for the Tarceva.	[0, 0, 0, 0, 0, 0]	it ' s that exposure that qualifies her for the tarceva .	0.08845749497413635	0.012977384962141514	0.014151635579764843
I was very fortunate not to develop any mouth sores.	[0, 0, 1, 0, 0, 0]	i was very fortunate not to develop any mouth sores .	0.26802656054496765	0.0215457733720541	0.018361246213316917
I still have a few left but she will be here Wednesday, LOL!!	[0, 0, 1, 0, 0, 0]	i still have a few left but she will be here wednesday , lol ! !	0.025389285758137703	0.015209203585982323	0.016015691682696342
I finish chemo the first week and April and then will need to start radiation about a month later.	[0, 0, 0, 0, 1, 0]	i finish chemo the first week and april and then will need to start radiation about a month later .	0.019099563360214233	0.01851700432598591	0.025930466130375862
So sorry for the loss of your beloved wife.	[0, 0, 0, 0, 1, 0]	so sorry for the loss of your beloved wife .	0.02244587615132332	0.015078150667250156	0.01877506822347641
I hope your biopsy will be good news.	[0, 0, 0, 0, 0, 0]	i hope your biopsy will be good news .	0.05479396507143974	0.019297990947961807	0.02691716141998768
We are going to a party.	[0, 0, 1, 0, 0, 0]	we are going to a party .	0.02557586319744587	0.014585094526410103	0.018380489200353622
I recommend requesting a paper copy of such for future reference.Good luch,max	[0, 0, 1, 0, 0, 0]	i recommend requesting a paper copy of such for future reference.good luch , max	0.012524641118943691	0.03165823221206665	0.062264394015073776
Of course WE find you beautiful, gorgeous, whatever adjective you want/need~ but we never see you NAKED!!!	[0, 0, 1, 0, 0, 0]	of course we find you beautiful , gorgeous , whatever adjective you want / need ~ but we never see you naked ! ! !	0.04504692927002907	0.013202741742134094	0.014164653606712818
Generally speaking, though, an adult flea only lives for 2 or 3 months.	[0, 0, 0, 0, 0, 0]	generally speaking , though , an adult flea only lives for 2 or 3 months .	0.7625951766967773	0.07775697857141495	0.12039359658956528
