	text	emotions
8906	Last week she told me that she is not scared... that she will only be scared if I lose faith in her.	[0, 0, 0, 0, 1, 0]
8907	I'm so happy for you!HUGS!!!	[0, 0, 1, 0, 0, 0]
8908	It helps to get on the phone and start calling your insurance company for options.	[0, 0, 0, 0, 0, 0]
8909	Anyone who can offer advise is sincerely appreciated.	[0, 0, 1, 0, 0, 0]
8910	I was glad to hear if this is cancer, it is probably in the NSCLC category from the way the PET scan looks.	[0, 0, 1, 0, 0, 0]
8911	<PERSON>...what a most excellent speech you delivered!	[0, 0, 1, 0, 0, 0]
8912	Just as you say, lousy news can be good news.	[0, 0, 1, 0, 0, 0]
8913	It's a nice surprise and much needed pick me up.	[0, 0, 1, 1, 0, 0]
8914	We have a wonderful group of ladies & some men here.	[0, 0, 1, 0, 0, 0]
8915	Hi everyone, My dad's prostate cancer just returned after 10 years of remission following radiation therapy.	[0, 0, 0, 0, 0, 0]
8916	I am so sorry for what you and your husband are going through.	[0, 0, 0, 0, 1, 0]
8917	Marliece, Possibly your problems with surgery site (lumpectomy?)	[0, 0, 0, 0, 0, 0]
8918	The upper lobe of my left lung was removed.	[0, 0, 0, 0, 0, 1]
8919	But now I wonder how they remove it?	[0, 0, 0, 0, 0, 0]
8920	Wishing you the best.<PERSON>	[0, 0, 1, 0, 0, 0]
8921	I feel very good, very optimistic spiritualy as well.	[0, 0, 1, 0, 0, 0]
8922	Inability to draw a deep breath often causes anxiety, which, in turn, makes the inherent depression and frustration worse.	[0, 0, 0, 0, 1, 0]
8923	and just now thought of this: They will probably require a drug test (it's a local govt agency).	[0, 0, 0, 0, 0, 0]
8924	Sounds like you are going thuough our worst nightmares.	[0, 0, 0, 0, 1, 0]
8925	So wonderful to see that he has done so well!	[0, 0, 1, 1, 0, 0]
8926	As I think I mentioned in my past message, I have not been able to talk to another chemo patient who has received 12 rounds to Taxol/Carob without a break in the treatment.	[0, 0, 1, 0, 1, 0]
8927	May you have wisdom as you search out what's best for you.	[0, 0, 1, 0, 0, 0]
8928	I am sure the laughing spirit keeps you healthy.	[0, 0, 1, 0, 0, 0]
8929	<PERSON> you are feeling good after your surgery.	[0, 0, 1, 0, 0, 0]
8930	Had left mastectomy with no reconstruction and a port insertion.	[0, 0, 0, 0, 0, 0]
8931	I have no bad side effects and I feel great.	[0, 0, 1, 0, 0, 0]
8932	"My own private comment as a layman (do not use it as a decision), if not satisfied with the inconvenience of the biopsy, I would inquire with the doctor in regards to a delay of the procedure based in these two conditions; (1) get PSA tests on 6-months using a trigger PSA of 8 to commit to biopsy; (2) repeat the biopsy not later than 12 months from the date of today, even if PSA stables within this period.Here is a study you might be interested in reading;
“…This gene <PERSON> encodes a novel class of genes, namely the ones that are not translated in a protein and apparently function as a structural RNA…”
http://www.noviogendix.nl/files/Literatuurbrochures/Tinzl_pca3.pdfHope my insight is of help.Take care
VGama"	[0, 0, 0, 0, 1, 0]
8933	E N J O Y   Y O U R   S E L F.	[0, 0, 0, 0, 0, 0]
8934	Will it take a while for them to take shape??	[0, 0, 0, 0, 0, 0]
8935	Yes, I have done everything you mentiond...numerous times.	[0, 0, 0, 0, 0, 0]
8936	Good news about clean margins and your nodes were clean too!	[0, 0, 1, 0, 0, 0]
8937	I have since learned that there was no good reason to be on it so long.As time passed the effects of hormone ablation became extreme.	[0, 0, 0, 0, 0, 1]
8938	Guinea pigs are adorable -- I can not show my daughter pictures of your guinea pigs -- as she will want 1 or 2 as pets .. <PERSON>	[0, 0, 1, 0, 0, 0]
8939	Listen to what the oncologist has to say.	[0, 0, 0, 0, 0, 0]
8940	I will keep you all posted and I am sure that I will have more questions.	[0, 0, 0, 0, 0, 0]
8941	We just live life to the fullest every day and are thankful for every day we do have.	[0, 0, 1, 0, 0, 1]
8942	"During chemo my favorite comment was ""I'm sick & tired of being sick & tired."""	[0, 0, 0, 0, 1, 0]
8943	<PERSON>, thanks again for posting this site for us.	[0, 0, 0, 0, 0, 0]
8944	This week I have been laughing with the technicans because I am bumpy and itchy ...	[0, 0, 1, 0, 0, 0]
8945	Unfortunately there is not a decent treatment for this as he has been given everything that's available.	[0, 0, 0, 0, 0, 0]
8946	Switch doctors if they give up before you do.	[0, 0, 0, 0, 0, 0]
8947	So glad to hear that you are cancer free and enjoying life.	[0, 0, 1, 0, 0, 0]
8948	I have been having the worst infected hair follicles under my arms since chemo.	[0, 0, 0, 0, 1, 0]
8949	<PERSON>, I wish I could give you something to do to take the worry and uneasiness away.	[0, 0, 0, 0, 0, 0]
8950	If possible, your friend should have someone with her to take notes or at least  help her remember the info from the doctor.	[0, 0, 0, 0, 0, 0]
8951	AARP magazine is another likely outlet.	[0, 0, 0, 0, 0, 0]
8952	The urologists and oncologists act as though this does not matter, but they are wrong.	[0, 1, 0, 0, 1, 0]
8953	This site is awesome and the people are great.	[0, 0, 1, 0, 0, 0]
8954	I had no idea the dollars for research and funding were in such disproportion.groundhog	[0, 0, 0, 1, 0, 0]
8955	Just got back from the doctor and my scan is clean.	[0, 0, 1, 0, 0, 0]
8956	I know what it's like, cause I went through losing my hubby one year ago.	[0, 0, 1, 0, 1, 0]
8957	No doubt the original post was made out of frustration and disappointment.	[0, 1, 0, 0, 0, 0]
8958	Be kind to yourself, rejoyce in the DCIS dx as it doesn't get better than that and dance with NED !	[0, 0, 1, 0, 0, 0]
8959	Sorry to say skin went back as it was and age spot coming back.	[0, 0, 0, 0, 1, 0]
8960	Others though, were led over to Satan who threw them into the burning pit.	[0, 0, 0, 0, 0, 1]
8961	I did not think about the infection risk.	[0, 0, 0, 0, 0, 0]
8962	.... for the answers,.........it's appreciated.	[0, 0, 1, 0, 0, 0]
8963	Sad to hear about your wife having lung cancer, I will pray for her.	[0, 0, 0, 0, 1, 0]
8964	Not sure if we can get <PERSON> here though... keep up the good work, you're showing us all that it can be done!	[0, 0, 0, 0, 0, 0]
8965	I am feeling some in my left hip now.	[0, 0, 0, 0, 0, 0]
8966	3 days ago, i also recd bad new from the doc about my dad.	[0, 0, 0, 1, 1, 0]
8967	Have a happy and save New Year!	[0, 0, 1, 0, 0, 0]
8968	how experienced was your surgeon, how extensive was your cancer.	[0, 0, 0, 0, 0, 0]
8969	I had my 2nd chemo today.	[0, 0, 0, 0, 0, 0]
8970	?I don't know anymore...on one side, I'm glad that it was there or I would never have found the breast cancer...it didn't show on the mammo...but to then find out it's not even related?	[0, 0, 0, 1, 0, 0]
8971	For myself I think it lasted pretty much through the whole 5 mos.	[0, 0, 0, 0, 0, 0]
8972	Sorry you are having such a difficult time right now but please don't go away, sometimes we may be a little slow in responding but we care and will help you in anyway we can.	[0, 0, 0, 0, 0, 0]
8973	I started <PERSON> and <PERSON> and this is helping to channel my thoughts and emotions in a positive way.	[0, 0, 0, 0, 0, 0]
8974	I will definitely keep that in mind.Thanks again!	[0, 0, 1, 0, 0, 0]
8975	Sometimes it didn't work and sometimes it would - when it worked, the erection would take at least 3 hours to subside and that was a nuisance.	[0, 0, 0, 0, 0, 0]
8976	I think its normal, Are we supposed to like this?	[0, 0, 0, 0, 0, 0]
8977	I know I was so surprised to find out that he was just a kid and started that amazing foundation.	[0, 0, 0, 1, 0, 0]
8978	She will be with you forever as long as she is in your heart.	[0, 0, 0, 0, 0, 0]
8979	It was just such a surprise to have anxiety over something that really wasn't that serious.	[0, 0, 1, 1, 0, 0]
8980	Only taking 4-5 vicodin a day with a tylenol chaser.	[0, 0, 0, 0, 0, 0]
8981	I was told the watering would go away after the treatments stopped.....not so, it got worse.	[0, 0, 0, 0, 1, 0]
8982	No one should die in pain or discomfort that is treatable, but not all doctors know how to help in this area.	[0, 0, 0, 0, 1, 0]
8983	I think she has a good idea, I will do the same.	[0, 0, 1, 0, 0, 0]
8984	I just signed up today after spending 2 days crying my eyes out.	[0, 0, 0, 0, 1, 0]
8985	I also have sclc, and am in round 2 with it.	[0, 0, 0, 0, 0, 0]
8986	Do insurance companies pay for the Chemo and Radiology?	[0, 0, 0, 0, 0, 0]
8987	I actually really like it and get a lot of complements.	[0, 0, 1, 0, 0, 0]
8988	If the wheelchair decreases issues of pain, then it is also critical because pain mgmt, by its nature, is critical to our health, to our WILL, (or so I believe).These are just a few considerations made in the wee hours of the morn.Ultimately, doc should make the call, in mom's ultimate best interest, and you guys and your sister should not let this come between you.	[0, 0, 0, 0, 0, 0]
8989	Please dont give up the fact you can and will survive this.	[0, 0, 0, 0, 0, 0]
8990	So very happy to see your post!!	[0, 0, 1, 0, 0, 0]
8991	I dont give a damn what audience is around.	[0, 0, 1, 0, 0, 0]
8992	I just wanted to send all my prayers and love to those that took the time to give me a little piece of themselves.	[0, 0, 0, 0, 0, 0]
8993	I am blessed to have mine only an hour away.	[0, 0, 1, 0, 0, 0]
8994	Hi Freda,I'm sorry to hear of your friend's diagnosis.	[0, 0, 0, 0, 1, 0]
8995	I read that certain types of pillows to help position her in bed and certain breathing exercises help the recovery.	[0, 0, 1, 0, 0, 0]
8996	I've visited your site SamuraiMom and want to thank you for it.	[0, 0, 0, 0, 0, 0]
8997	Adjuant chemo ( Gemzar + cisplatin ) 4 cycles ( Could not tolerate further ) .	[0, 0, 0, 0, 0, 0]
8998	Or see how much it would be to pay for a CAT scan out of pocket?	[0, 0, 0, 0, 0, 0]
8999	He is doing very well right now--little pain, little coughing, appetite increased.	[0, 0, 0, 0, 0, 0]
9000	as my hair is falling out as I type this email ..  Yeah,  can't get away from losing your hair doing chemo.	[0, 0, 0, 0, 0, 0]
9001	Sorry I'm being so vague but I am just so floored......don't even know his TRUE prognosis.	[0, 1, 0, 0, 0, 0]
9002	Congratulations on being almost done.	[0, 0, 1, 0, 0, 0]
9003	Picture an underwire bra, middle of chest, where the underwire ends.	[0, 0, 0, 0, 0, 0]
9004	I have <PERSON> pleura, and I had my right lung, lining and a few spots of diaphragm done in July 2009.	[0, 0, 0, 0, 0, 0]
9005	A friend of mine has recently been diagnosed with lung cancer which has now spread to his stomach and throat.	[0, 0, 0, 0, 1, 0]
9006	Now I feel incomplete and I miss him so much........	[0, 0, 0, 0, 1, 0]
9007	My eyelashes thinned out considerably and my eyebrows stayed the same.	[0, 0, 1, 0, 0, 0]
9008	And yes I also say I must be vain because I am going to have a lift on the other side.	[0, 0, 1, 0, 0, 0]
9009	So I only have to have radiation on my lower lip and chin:)  All of your prayers worked, thank you all so much!!!!	[0, 0, 1, 0, 0, 0]
9010	But you just can't beat a chocolate covered cherry martini!	[0, 0, 1, 0, 0, 0]
9011	Re i just loved the ideadof a lum.	[0, 0, 1, 0, 0, 0]
9012	It had not spread and was treated quickly.	[0, 0, 1, 0, 0, 0]
9013	Thank you for sharing your story so that others can take hope from it.	[0, 0, 0, 0, 0, 0]
9014	If you have any other questions fire away.	[0, 0, 0, 0, 0, 0]
9015	He is on etopiside and cisplatin with 4-6 treatments in each cycle and they are doing radition on the brain.	[0, 0, 0, 0, 1, 0]
9016	Prostate Cancer treatment cannot be learned from Cliff Notes at Barnes and Noble; you will be learing a year from now, if you read every day.My following statement is  and impressionistic:  <PERSON> (Prostate Cancer) diagnosed at very young ages (like yours) TENDS to become more aggressive faster than when found at more conventional ages.	[0, 0, 0, 0, 1, 0]
9017	We have been together most of our adult life and would be lost without her.	[0, 0, 0, 0, 0, 0]
9018	Discussing it with others in the same spot would be wonderful!!!	[0, 0, 1, 0, 0, 0]
9019	Around the same time, my dad noticed his breasts and nipples were sore and tender.	[0, 0, 0, 0, 1, 0]
9020	The tired & achy flu like symptoms are typical of Taxol & Taxotere.	[0, 0, 0, 0, 0, 0]
9021	But, can someone who's been through similar circumstances tell me whether this is an aggressive cancer, are we looking @ 6 mos.	[0, 0, 0, 0, 0, 0]
9022	I've had CT and bone scans, and several 3d ultra sounds which showed nothing elsewhere.	[0, 0, 0, 0, 0, 0]
9023	WISHING YOU AND YOURS A MERRY CHRISTMAS, A HAPPY NEW YEAR, AND THE BEST OF LUCK IN YOUR FIGHT.	[0, 0, 1, 0, 0, 0]
9024	At the Celebration Luminaria, I said a special prayer for all my CSN family and their families...I say one again....Hugs, Kathi	[0, 0, 0, 0, 0, 0]
9025	There has been some progress and I am better than where I was at two months post op, but there is still room for improvement.	[0, 0, 1, 0, 0, 0]
9026	Thank you for your prayers, and best to you.	[0, 0, 1, 0, 0, 0]
9027	Sonny, the best to you this day and the many days that follows…Hey that brought tears to my eyes… I used it in another post…Best to all	[0, 0, 0, 0, 1, 0]
9028	Oh those blessed words, CANCER FREE!	[0, 0, 0, 1, 0, 0]
9029	I am happy for you that you received encouraging news from the doc on your dad.	[0, 0, 1, 0, 0, 0]
9030	I'm not a financial/tax expert and I don't play one on TV, but unless you started well ahead of time (i.e.	[0, 0, 0, 0, 0, 0]
9031	That sounds so wonderful :) I am so happy that it has worked for you!	[0, 0, 1, 0, 0, 0]
9032	I prayed and left it all in God's hands.	[0, 0, 0, 0, 0, 0]
9033	Thank you for all your wise words, i guess it is the MOM in me that keeps enabling her.	[0, 0, 1, 0, 0, 0]
9034	She had the same Stage 4 NSCLC.	[0, 0, 0, 0, 1, 0]
9035	I know it doesn't make it any better or make you feel any better but my point is it is temporary.	[0, 0, 0, 0, 0, 0]
9036	What you did was good, kind and brave.	[0, 0, 1, 0, 0, 0]
9037	The extra time together, and having him back home.	[0, 0, 1, 0, 0, 0]
9038	Good for you and don't leave us here!	[0, 0, 1, 0, 0, 0]
9039	He doesnt mind doing things of his choosing as long as it's done in his time frame.	[0, 0, 0, 0, 0, 1]
9040	!That 1st 3 month check up was so hard.	[0, 0, 0, 0, 0, 0]
9041	even though I'm Stage IV (metastases to my left sacrum), she feels she can beat this since it's responded so well to the chemo.	[0, 0, 0, 0, 0, 0]
9042	....and sending lots of hugs!	[0, 0, 1, 0, 0, 0]
9043	I feel that any way you can make yourself believe in wellness works and that some things do help.	[0, 0, 0, 0, 0, 1]
9044	I got lung cancer at the same time i was trying to retire.	[0, 0, 0, 0, 1, 0]
9045	the doctor said it was very rare that he has seen it count me 4 times in his 25 years has a doctor.	[0, 0, 0, 0, 1, 0]
9046	I compute in the nude, but I guess I could put on a hat for a party celebrating really good news.Take care,<PERSON>	[0, 0, 1, 1, 0, 0]
9047	I think he was frustrated with dealing with someone that was sick all the time.	[0, 0, 0, 0, 1, 0]
9048	I had a jewelry show last night and tonight, and yes you guessed it, I recorded it.	[0, 0, 1, 0, 0, 0]
9049	Wow, your very first Relay for Life - while you're still recovering from surgery.	[0, 0, 0, 0, 0, 0]
9050	You can also get on www.clinicaltrials.gov to find one in your area.	[0, 0, 0, 0, 0, 0]
9051	There is one lab in Utah that processes this test.	[0, 0, 0, 0, 0, 0]
9052	I know that all the Prayers for my wife are working.	[0, 0, 1, 0, 0, 0]
9053	Believe Gods Word about healing and learn it.That is what has carried me through all of this.And since I now only got the CT scan..I have to trust God that I an fine.. My greatest fear was cancer..God has shown me He is greater than my greatest fear...much love, <PERSON>	[0, 0, 0, 0, 0, 0]
9054	they are not addictive and you can get off them when you get your feet under you and a little time passes.	[0, 0, 0, 0, 0, 1]
9055	They definitely dropped the ball and that's why we are starting w/ a new team February 1st.	[0, 0, 0, 0, 0, 0]
9056	I know that though <PERSON> is no longer with us, she will always remain in our hearts.	[0, 0, 1, 0, 1, 0]
9057	He is the #1 Robotic Prostate Cancer Surgeon in the world.	[0, 0, 1, 0, 0, 0]
9058	Thank you very much for very useful feedback indeed.	[0, 0, 1, 0, 0, 0]
9059	I did reply to your other post on mouth sores.	[0, 0, 0, 0, 0, 0]
9060	Waiting to be scheduled for ct scan, bone scan, MUGA, port install, then another appointment with the oncologist to plan the course of treatment.	[0, 0, 0, 0, 0, 0]
9061	She had been lucid all thru her illness and on the day she died.	[0, 0, 0, 0, 0, 0]
9062	My plastic surgeon prescribed flexeril and/or valium for them and it seems to help.	[0, 0, 0, 0, 0, 0]
9063	they were two wonderful weeks.	[0, 0, 1, 0, 0, 0]
9064	The radiation oncologist has set me up to start that part on 6/23 ... and so ... the journey continues.	[0, 0, 0, 0, 1, 0]
9065	"I will appreciate if you can help.Many thanks,
Hakan Murat Karaca"	[0, 0, 0, 0, 0, 0]
9066	When your blood counts go down after chemo, you often feel wiped out.	[0, 0, 0, 0, 0, 1]
9067	We are in our 40's now and she will always hold a special place in my heart!	[0, 0, 0, 0, 0, 0]
9068	I was really fatigued from radiation treatments, but, I found that by exercising, just by simply taking walks with my hubby, really helped me to gain strength back.	[0, 0, 1, 0, 0, 0]
9069	Hello and Happy New Year, great news on your scan.	[0, 0, 1, 1, 0, 0]
9070	It's a lovely speech delivered by a beautiful woman.	[0, 0, 1, 0, 0, 0]
9071	I can't wait to share it.Hugs, <PERSON>	[0, 0, 1, 0, 0, 0]
9072	You have a problem that isn't easily stated in two lines and neither is it easy to solve.	[0, 0, 0, 0, 0, 0]
9073	Well -- the PET came back with a positive reading on the pelvic bone that was not there before in May.	[0, 0, 0, 1, 1, 0]
9074	Until this week, I had no idea how many women are out there with malignant tumors that are never caught on a mammogram.	[0, 0, 0, 1, 0, 0]
9075	Cabbott gave excellent advice so I won't reiterate hers.	[0, 0, 0, 0, 0, 0]
9076	I don't ask someone with breast ca if they took hormones,didn't breastfeed or drank alot!	[0, 0, 0, 0, 0, 1]
9077	My left eyebrow hairs keep falling out and growing back.	[0, 0, 0, 0, 0, 0]
9078	With this chemo my hair is thinning, I am shedding like a dog, but it does not come out in big bunches.	[0, 0, 0, 0, 1, 0]
9079	"I left a reply that says ""go MALL yourself!"""	[0, 0, 1, 0, 0, 0]
9080	What a great name that is.	[0, 0, 1, 0, 0, 0]
9081	He has had about seven chemo treatments to date but maybe no more after his next round in three weeks time.	[0, 0, 0, 0, 0, 0]
9082	Look forward to each and every day free of someone who wasn't worthy of you.	[0, 0, 1, 0, 0, 0]
9083	If this works, maybe it will help all of us.	[0, 0, 1, 0, 0, 0]
9084	Yes, taxol is way easier.	[0, 0, 1, 0, 0, 0]
9085	It is a very old song but one with deep meaning.	[0, 0, 1, 0, 0, 0]
9086	Thanks SOOOOOOOO much everyone for your thoughts and prayers.	[0, 0, 1, 0, 0, 0]
9087	I know what you mean.It's hard to keep up with everything.	[0, 0, 0, 0, 0, 0]
9088	The phone number for the ACS hotline is:Need answers?	[0, 0, 0, 0, 0, 0]
9089	and we will be there as you have been for  us.	[0, 0, 0, 0, 0, 0]
9090	I havew NSCLC, stage 3, have gone through chemo, radiation, tarceva.	[0, 0, 0, 0, 1, 0]
9091	I didn't have to have any radiation,only chemo, but i did read about it.Search your area hospitals.	[0, 0, 0, 0, 0, 0]
9092	My dad would be all over that.	[0, 0, 0, 0, 0, 0]
9093	I had a lobectomy Dec. 13, with a huge open incision.	[0, 0, 0, 0, 0, 0]
9094	I never ran but I did walk 1 hour per day.	[0, 0, 0, 0, 0, 0]
9095	They are getting better now, but they stuck with me for a long time...wait---what was I talking about????	[0, 0, 0, 1, 0, 0]
9096	I shave my legs, but really dont need to shave my underarms very much.	[0, 0, 0, 0, 0, 0]
9097	When I say my prayers I will include all of you.	[0, 0, 1, 0, 0, 0]
9098	I love it...the yellow lab looks just like one of mine.	[0, 1, 1, 0, 0, 0]
9099	Take it one step at a time, you will make it through the surgeries and treatments.	[0, 0, 0, 0, 0, 0]
9100	<PERSON> surgery requires some life changes, but exercise is not something you have to eliminate.	[0, 0, 0, 0, 0, 0]
9101	Wow, my oldest grandson is going to be 7 in December.	[0, 0, 1, 1, 0, 0]
9102	There was a time when I was exhausted ALL the time.	[0, 0, 0, 0, 1, 0]
9103	<PERSON> to hear you are receiving chemo and radiation again.	[0, 0, 0, 0, 0, 0]
9104	I too had a Lumpectomy on left breast....and 19 lymph nodes were removed from under my left arm.	[0, 0, 1, 0, 0, 0]
9105	Suzanne, I am not completely sure what you mean when you use the term 'anxiety'.	[0, 0, 0, 0, 0, 0]
9106	But amazingly, I feel the best I've felt in well over a year... the cancer has only slowed me down slightly...	[0, 0, 1, 0, 1, 0]
9107	Mamos don't pick this type up and didnt.	[0, 0, 0, 0, 0, 0]
9108	i FOROT TO GIVE MY EMAIL ADDRESS :	[0, 0, 0, 0, 0, 0]
9109	I'm an hour and 1/2 away by plane.	[0, 0, 0, 0, 0, 0]
9110	First of all, congratulations on 3 wonderful years!	[0, 0, 1, 0, 0, 0]
9111	<PERSON>, I realize I am a little late since your posting Jan 30.	[0, 0, 0, 0, 1, 0]
9112	If you live in california there is a state program that guarantees treatment for cancer patients at no cost if you cannot afford insurance.	[0, 0, 0, 0, 0, 0]
9113	It was Maalox, Lidocain, benedryl and something else.	[0, 0, 0, 0, 0, 0]
9114	Mass is 3cm by 3cm In upper left lung.	[0, 0, 0, 0, 0, 0]
9115	Some days, I don't even think about it anymore.	[0, 0, 0, 0, 0, 0]
9116	Doctors were stumped because if it was the chemo that raised the level - it sure did take a long time.	[0, 0, 1, 0, 0, 0]
9117	Go for what tests you need when they tell you to go.	[0, 0, 0, 0, 0, 0]
9118	Thank you for posting where there is another site for this.	[0, 0, 0, 0, 0, 0]
9119	So glad that you qualified for the trials and praying that they kick butt!	[0, 0, 1, 0, 0, 0]
9120	"They're not life-threatening., so...."" You will just have to get used to it."""	[0, 0, 0, 0, 0, 0]
9121	You aren't supposed to not tell us things!	[0, 1, 0, 0, 0, 0]
9122	She has described him as a rare case in the way he has responded to chemo.	[0, 0, 0, 0, 0, 0]
9123	I knew you would be back online once your surgery was over.	[0, 0, 0, 0, 0, 0]
9124	What happy and exciting news to have today.	[0, 0, 1, 0, 0, 0]
9125	Maybe he is just upset and cannot express it, or maybe he is just being a jerk.	[0, 1, 0, 0, 0, 0]
9126	We will indeed keep Young One and her loved ones in our thoughts and prayers!	[0, 0, 1, 0, 0, 0]
9127	The feeling that your life is temporary when these impending CT scans happen, does make sense.	[0, 0, 0, 0, 0, 0]
9128	I would also suggest that you tell her just that.	[0, 0, 0, 0, 0, 0]
9129	8 nodes removed along with my left boob.	[0, 0, 0, 0, 0, 0]
9130	The site where the tube goes in was numb so I didn't feel anything when he removed the drain.	[0, 0, 0, 0, 0, 0]
9131	No lung tumor found, but malignant pleural effusion and spread to lymphs.	[0, 0, 0, 0, 0, 0]
9132	It had shrunk more than half the size.	[0, 0, 0, 0, 0, 1]
9133	I live in Canada, I am thinking many of you live in the US?	[0, 0, 0, 0, 0, 0]
9134	Thank you for finding and posting excellent info <PERSON>!	[0, 0, 1, 0, 0, 0]
9135	"My friends have already scheduled a ""shave the head"" party....haha."	[0, 0, 1, 0, 0, 0]
9136	Daunting is right and I'm hopeful it goes away soon.	[0, 0, 0, 0, 0, 0]
9137	At night I was up and down all night the first couple of nights.	[0, 0, 0, 0, 0, 0]
9138	I rode as a teenager and loved it.	[0, 0, 1, 0, 0, 0]
9139	I am assuming she did to make sure of no mets.to any other areas.I had 3rd stage terminal, inoperable lung cancer.Since they can do surgery for your wifes cancer, they would operate no matter what ..to get that mass out of the way.I have had four PETS and my insurance denied my last scan for December 2009,so I had to just do the CT.	[0, 0, 0, 0, 1, 0]
9140	Hi <PERSON> just got your post hubby ok still cant walk good damm neurpathy he is taking tarceva the once a day chemo pill got bad diahrea yesterday had to stop it now once every other day he lost his eyelashes recently been to optomologist 2 weeks ago going back on friday they are still coming out eyes are irrated dont know if this is from tarcea will find out  soon  hope you are well hang in there talk to yu soon   mary	[0, 0, 0, 0, 1, 0]
9141	First time I've joined a cancer message board.	[0, 0, 0, 0, 0, 0]
9142	I visited a health food store and got some items to take.	[0, 0, 1, 0, 0, 0]
9143	I kind of liked that because it gave me a feeling that I was in control and that I was getting better.	[0, 0, 1, 0, 0, 0]
9144	Taxol did a number on my nerve endings.	[0, 0, 0, 0, 0, 0]
9145	I was so bad at first that I went to Physical Therapy for bladder control.	[0, 0, 0, 0, 0, 0]
9146	I am wondering about the effects of isolation on cancer progression or remission.	[0, 0, 0, 0, 1, 0]
9147	I two refuse to let this cancer win.	[0, 0, 0, 0, 0, 0]
9148	But the truth is, most people do t know much about them.	[0, 0, 1, 0, 0, 0]
9149	I have heard that <PERSON> is one of the best in the world.	[0, 0, 1, 0, 0, 0]
9150	I was told by the original medical providers I qualified for Medicaid or <PERSON>.	[0, 0, 0, 0, 0, 0]
9151	fifth trearment tomorrow and then the countdown to the last!	[0, 0, 1, 0, 0, 0]
9152	Thank you Re for the congrats and the sun screen reminder.	[0, 0, 1, 0, 0, 0]
9153	And now is on Chemotherapy.	[0, 0, 0, 0, 0, 0]
9154	Then the reality of it and the horrible treatments, are not only physically but further emotionally exhausting.	[0, 0, 0, 0, 1, 0]
9155	They do have good docs here, guess we're lucky, plus we have the John Amos Cancer Center which is among the best facilities in the U.S. That's where I will getting radiation therapy, to start as soon as the doc works out my treatment plan.	[0, 0, 1, 0, 0, 0]
9156	he is not able for sugery cause he is also in the 3rd stage of COPD.	[0, 0, 0, 0, 1, 0]
9157	With Chemo, 6 surgeries and Menopause, my world consists of post it reminders.Sometimes even in mid sentence, I can struggle remembering a word or name!	[0, 0, 0, 1, 0, 0]
9158	My skin tight sports bra has been irritating my skin.	[0, 1, 0, 0, 0, 0]
9159	The US seems to be on the edge in research and clinical trials, but the drugs for the masses seem to get released sooner in Europe.	[0, 0, 0, 0, 0, 0]
9160	I'm sure they have gathered plenty of information from you.	[0, 0, 0, 0, 0, 0]
9161	I admire you very much and have grown to love you as much as my pink sisters before me.	[0, 0, 1, 0, 0, 0]
9162	She was Hospitalized with pneumonia last Saturday and came home Tuesday evening.	[0, 0, 0, 0, 1, 0]
9163	I have been reading all the posts here and I must say that I envy all of you.	[0, 0, 1, 0, 0, 0]
9164	Most tiring thing was the drive, an hour each way.	[0, 0, 1, 0, 0, 0]
9165	Our good friend went through chemo for this last year and now my daughter is scared that I am going to lose my hair.	[0, 0, 0, 0, 1, 0]
9166	"We have tried the Viagra and it gave me a killer headache the next day than I got a sample of Levitra and it just gave me a stuffy congested head feeling and then we got some <PERSON> --the newest one and it lasts for 3 days and no side effects--I keep a few around for EMERGENCIES but sometimes I try and fool my wife and will take one and ask her 'WAS THAT WITH OR WITHOUT THE PILL""?--She cant tell--so I guess I can say that Im a SUCCESS story---but again as my Dr. said-- its 90% attitude."	[0, 0, 1, 0, 0, 0]
9167	I find I get very nervous before my appointments.	[0, 0, 0, 0, 0, 0]
9168	Keep that dance partner for many years!	[0, 0, 1, 0, 0, 0]
9169	I thought this was very considerate ... and made me think the clinic put my interests first.	[0, 0, 1, 0, 0, 0]
9170	Could I live with that worry?	[0, 0, 0, 0, 1, 0]
9171	You are God sent for all of us people who are at a lost with having to deal with cancer!!!	[0, 0, 1, 0, 0, 0]
9172	She underwent chemo (last dose 10/8/09), followed by surgery to remove (unsuccessful) adrenal tumor, followed by radiation (last treatment 02/12/10).	[0, 0, 0, 0, 0, 0]
9173	Your sweet angel mother is so proud of you!	[0, 0, 1, 0, 0, 0]
9174	Don't you wish it was only chocolate cake?	[0, 0, 0, 0, 0, 0]
9175	this is a great site to find support.	[0, 0, 1, 0, 0, 0]
9176	I worry about them shifting or blowing off, but I don't think they're going to do that.I've learned from this experience that a lot of women wear wigs and scarves for reasons other than cancer.	[0, 0, 0, 0, 0, 0]
9177	I copied and pasted this on Inspire, as I know Deb used to go there, and said she was banned, well shes the reason I go there, and there are posters who mention her with respect, so I wanted them to know and posted this is memorandum.	[0, 0, 0, 0, 1, 0]
9178	I am sorry to hear about your wife.	[0, 0, 0, 0, 1, 0]
9179	How is the celebration going Teena?Noel ☺	[0, 0, 1, 0, 0, 0]
9180	Thanks for sharing and have a happy and safe holiday season----Dan	[0, 0, 1, 0, 0, 0]
9181	Hope all went well with the 2nd opinion.	[0, 0, 1, 0, 0, 0]
9182	I am so glad your surgery is over and now the healing has begun.	[0, 0, 0, 0, 0, 0]
9183	I had serious breathing problems for awhile, post surgery.	[0, 0, 0, 0, 1, 0]
